soil_temperature,soil_moisture,conductivity,ph,nitrogen,phosphorus,potassium,salt,air_temperature,air_humidity,is_raining,crop_label_encoded,crop_label
0.43401723087209254,-0.6582680783113699,-0.7506592874862066,0.10346099223432995,-1.3359361847627143,0.41749900978360655,-0.5350912573301183,-0.6475000526340011,0.3743743558480072,-0.4909620867585115,-0.9961114564320538,10,lentil
-0.1802204170236235,0.04757160878103746,1.196025148993724,-1.1080754287203505,1.797537726715599,0.8743548660603148,-0.061708786390361155,1.1658331219541649,-0.05501740338996545,0.3528940286401307,1.003903723366333,1,banana
-0.7752631384225975,-0.4082831891328084,-0.6954900929300952,-0.6569714421946719,-1.3089234786292805,0.2347566672729233,-0.5548155269526082,-0.6902385449643619,-0.6795872350088348,-2.1741857211972926,-0.9961114564320538,9,kidneybeans
-1.216746447847643,-1.0847128892630329,-0.17532340140104494,-1.0307433167445204,-0.28244064555879866,0.7525266377198593,-0.5548155269526082,-0.14684914247834582,-1.2456036449134358,-2.272934841084368,-0.9961114564320538,9,kidneybeans
-1.7542043897563944,0.297556497959599,-1.0462085440368034,0.013240194929194893,-1.173859947962112,-1.0139826732167458,-0.7126096839325272,-1.0993069715549584,-1.7725844403418567,1.0486264642081602,1.003903723366333,16,orange
0.7219411283232092,-0.9670729414142986,-1.3181138600633524,-2.1907249963819817,-0.8767201804943408,-1.0444397303018598,-0.416745639595179,-1.233627947450378,0.43292777756227635,-0.8590269881557918,-0.9961114564320538,12,mango
0.06931362743401104,-0.21711827387861504,0.2148016172457428,-0.025425861058720783,1.365334428580659,-1.1053538444720874,0.13553390983453764,0.53086123590309,-0.2306776685327729,0.7030045446033971,-0.9961114564320538,21,watermelon
0.2996527453949042,0.4593114262516093,-0.27383982025124387,0.9412255386391631,-0.5255550007597022,-0.06981390357821553,-0.4561941788401588,-0.2262206282347302,0.3743743558480072,0.6356755992258458,-0.9961114564320538,14,mungbean
-0.06505085804317659,1.4445459894847612,1.018695595063366,0.6834518320530605,1.0411819549794543,0.11292843893246776,-0.10115732563534091,0.7933976887895922,0.2572675124194689,0.07908965077142255,1.003903723366333,8,jute
0.06931362743401104,1.826875819993149,-0.42358477690354623,-0.47652984758440065,-0.5795804130265697,-1.3794673582381125,-0.3970213699726891,-0.598656061399303,0.2572675124194689,0.9094799770945546,1.003903723366333,4,coconut
-0.2761950495073291,2.885635350631761,0.3487839468820133,0.7350065733702811,0.257813477109876,-0.16118507483355718,-0.18005440412530044,0.47591174576405465,-0.25019547577086215,0.39777999222516486,1.003903723366333,20,rice
-1.5814500512857244,0.4004914523272422,-1.1486656196410103,0.20657047486877098,-0.9037328866277745,-1.1358109015572013,-0.6731611446875475,-1.11762346826797,-1.7921022475799466,0.9319229588870717,1.003903723366333,16,orange
0.3188476718916456,0.032866615299946465,-0.9201075279085488,-0.5023072182430103,-0.6606185314268709,-0.8007832736209487,-0.752058223177507,-0.9894079912768876,0.4914811992765455,0.9633431333965957,1.003903723366333,16,orange
0.8371106873036555,-0.5112181435004517,-0.14773880412298926,1.4309955811527575,-0.012313584224461311,0.052014324762239994,-0.6337126054425677,-0.2872756172781028,0.6281058499431731,-0.2755094615503476,-0.9961114564320538,2,blackgram
2.5070692925201317,2.885635350631761,0.2739114685558621,0.14212704822224562,-0.1743898210250637,-0.19164213191867105,-0.061708786390361155,0.26221928411225054,2.560368766514051,1.0441378678496571,1.003903723366333,17,papaya
0.43401723087209254,-0.33475822172734926,-1.270825979015257,-0.437863791596485,-1.1468472418286781,-0.4962127027698099,-0.29840002186023973,-1.2519444441633898,0.4914811992765455,-0.7378348864761994,1.003903723366333,12,mango
0.1268984069242345,-0.3494632152084413,0.5024695602883236,0.9798915946270788,1.8245504328490327,-0.9835256161316319,-0.2786757522377498,0.7140262030332077,-0.2306776685327729,-0.3024410397013679,1.003903723366333,5,coffee
-1.0439921093769735,1.0916261459385577,-0.4590506876896178,0.5674536640893146,-0.6606185314268709,-1.0748967873869737,-0.12088159525783079,-0.5376010723559305,-1.1480146087229874,0.8152194535659825,1.003903723366333,19,pomegranate
-0.02666100504969451,-0.7906130196411962,-1.0186239467587477,-0.7600809248291129,-0.5795804130265697,0.11292843893246776,-0.5548155269526082,-1.0809904748419465,0.0035360183243037077,-0.9308445298918462,-0.9961114564320538,13,mothbeans
-0.8136529914160796,0.31226149144069104,0.3014960658339178,0.6576744613944508,1.5003979592478278,-0.13072801774844328,-0.47591844846264864,0.43317325343369384,-0.503926969866028,0.22721333060203516,-0.9961114564320538,6,cotton
0.5299918633557981,2.1209756896149856,0.4867069332722918,0.3483460134911277,-0.3364660578256661,0.44795606686872047,0.11580964021204777,0.3965402600076703,0.7256948861336214,0.8690826098680237,1.003903723366333,17,papaya
-0.00746607855295313,-0.9376629544521144,-0.4511693741816019,0.63189709073584,-0.6336058252934371,0.2347566672729233,-0.6534368750650575,-0.4948625800255696,-0.05501740338996545,-0.19471472709728624,-0.9961114564320538,10,lentil
0.37643245138186904,0.32696648492178304,1.20390646250174,0.026128880258499736,1.5814360776481289,0.7829836948049731,-0.061708786390361155,0.9826681548240471,0.4134099703241864,0.3708484140741446,1.003903723366333,1,banana
0.6067715693427622,-0.37887320217062537,0.47488496301026795,-0.38630905027926443,1.8515631389824665,-1.470838529493454,0.13553390983453764,0.671287710702847,0.8037661150859798,1.0261834824156433,-0.9961114564320538,15,muskmelon
-1.139966741860679,3.238555194177965,0.8610693249030477,0.5932310347479243,1.1492327795131891,0.14338549601758163,-0.19977867374779032,1.0986726340064552,-0.9723543435801799,0.5548808647727844,1.003903723366333,20,rice
-0.44894938797799877,1.6945308786633229,0.8453066978870158,1.173221874566655,1.1492327795131891,0.08247138184735388,-0.12088159525783079,0.9032966690676628,-0.3282667047232213,0.48306332303673005,1.003903723366333,20,rice
0.22287303940794004,1.6357109047389558,-0.620617614603944,-0.8889677781221637,-0.36347876395909984,-1.470838529493454,-0.2786757522377498,-0.7207660394860482,0.042571632800482914,1.0037405006231261,1.003903723366333,4,coconut
-1.3895007863183133,-0.7759080261601041,-0.18714537166306883,-1.159630170037571,1.3113090163137915,-0.10027096066332941,-0.6534368750650575,-0.44601858879087153,-1.4602995245324217,-0.015170872757149588,-0.9961114564320538,11,maize
-0.3337798289975519,0.17991655011086477,0.5103508737963395,0.3741233841497374,2.0406520819165026,-0.22209918900378495,-0.4561941788401588,0.34159076986863496,-0.2306776685327729,0.46062034124421297,-0.9961114564320538,6,cotton
0.39562737787860974,1.297496054673843,-1.0068019764967238,0.00035150959988890413,-0.6336058252934371,-1.3185532440678847,-0.29840002186023973,-1.2031004529286917,0.43292777756227635,1.1698185658877527,1.003903723366333,4,coconut
-0.8520428444095623,0.37108146536505815,0.6128079494005464,1.1861105598959598,1.689486902181864,-0.46575564568469596,-0.4561941788401588,0.5980217238507999,-0.6991050422469247,0.3618712213571377,-0.9961114564320538,6,cotton
-0.16102549052688214,0.6798863284679868,2.6186022371905966,-0.7471922394998081,-0.4175041762259673,2.366750663230895,3.05472581396304,2.6433638568037816,-0.6210338132945663,1.0082290969816299,1.003903723366333,0,apple
1.0290599522710666,-0.36416820868953337,-1.3259951735713684,-0.46364116225509466,-0.444516882359401,-1.1358109015572013,-0.4561941788401588,-1.5999578817106135,0.8818373440383389,-0.9173787408163361,-0.9961114564320538,12,mango
1.5473229676830764,0.17991655011086477,-0.6166769578499361,-0.631194071536061,-0.6876312375603046,-0.9530685590465181,-0.4561941788401588,-0.5925505624949657,1.5649605973714775,-1.164251540534024,1.003903723366333,12,mango
0.779525907813432,-0.12888831299206388,-0.2817211337592598,1.3278860985183165,-0.20140252715849744,0.44795606686872047,-0.5548155269526082,-0.41549109426918523,0.7842483078478906,-0.2351120943238166,-0.9961114564320538,2,blackgram
-0.10344071103665868,-0.27593824780298215,2.4255100562442067,-0.1929787703396872,-0.28244064555879866,2.062180092379756,2.97582873547308,2.5700978699517347,0.12064286175284132,0.4292001667346889,-0.9961114564320538,7,grapes
-0.25700012301058767,0.9298712176465472,-0.537863822769777,-0.8760790927928588,-0.4985422946262685,-1.227182072812543,-0.12088159525783079,-0.574234065781954,-0.4063379336755797,0.9678317297550989,1.003903723366333,19,pomegranate
0.6259664958395036,-0.7317930457168291,2.114198172677578,-1.0178546314152155,-0.9307455927612083,2.336293606145781,3.01527727471806,2.020602968561381,0.6866592716574422,0.5099949011877503,-0.9961114564320538,7,grapes
-0.00746607855295313,-1.4817477132525125,-1.530909324779782,4.45983663353946,-1.173859947962112,-0.2525562460888988,-0.5153669877076285,-1.56332488828459,-0.01598178891378624,-1.195671715043548,-0.9961114564320538,13,mothbeans
0.35723752488512767,-0.687678065273554,-0.9161668711545408,-1.8685078631493535,-0.5255550007597022,-0.739869159450721,-0.43646990921766887,-1.0870959737462838,0.5109990065146348,-1.078968209722459,1.003903723366333,12,mango
0.4724070838655746,1.5180709568902204,-0.26201784998922,-0.6698601275239767,-0.444516882359401,-1.4403814724083401,-0.35757283072770935,-0.09189965233931048,0.2963031268956488,1.1473755840952355,1.003903723366333,4,coconut
0.4724070838655746,0.2681465109974149,-0.3368903283153712,0.3354573281618229,-0.012313584224461311,0.32612783852826494,-0.4561941788401588,-0.33611960851280087,0.6281058499431731,-0.3607927923619125,-0.9961114564320538,2,blackgram
0.08850855393075242,-0.5553331239437267,0.9004758924431272,-0.6698601275239767,2.1216902003168037,0.2042996101878094,-0.5153669877076285,1.0864616361977806,-0.19164205405659301,0.3439168359231237,-0.9961114564320538,6,cotton
-0.10344071103665868,-0.26123325432189015,-1.089555768330891,-0.7085261835118924,-1.3089234786292805,-0.8921544448762904,-0.19977867374779032,-0.9527749978508641,-0.19164205405659301,0.9049913807360508,1.003903723366333,19,pomegranate
-1.6774246837694298,-1.217057830592859,-0.08468829605886194,0.1807931042101613,-0.09335170262476251,0.7829836948049731,0.5891921111518049,-0.18348213590436938,-1.57740636796096,-2.542250622594573,-0.9961114564320538,3,chickpea
1.3361787762189246,-1.0700078957819408,-1.0422678872827955,-0.6569714421946719,-0.7686693559606058,-1.0748967873869737,-0.3378485611052195,-1.0382519825115857,1.0184619947049665,-1.056525227929942,-0.9961114564320538,12,mango
-1.024797182880232,-0.07006833906769676,-0.40388149313350646,-1.0436320020738252,-0.444516882359401,0.2042996101878094,-0.49564271808513855,-0.5864450635906285,-1.0699433797706281,-2.0844137940272245,1.003903723366333,9,kidneybeans
-0.44894938797799877,-0.01124836514332965,2.5279671318484134,-0.6054167008774514,-0.7686693559606058,2.4276647774011226,3.01527727471806,2.62504736009077,-0.34778451196131055,0.3888027995081579,-0.9961114564320538,7,grapes
0.8563056138003968,-0.7906130196411962,-0.21078931218711655,0.07768362157572026,0.23080077097644228,0.29567078144315107,-0.594264066197588,-0.22011512933039293,1.1941222598477732,-0.5089164721925251,-0.9961114564320538,2,blackgram
-1.2935261538346077,-0.3935781956517174,-0.9555734386946204,0.7478952586995858,-1.173859947962112,-0.9226115019614042,-0.25895148261525996,-0.9649859956595386,-1.1284968014848975,0.7748220863394522,1.003903723366333,19,pomegranate
-1.0439921093769735,2.0327457287284343,0.24238621452379847,-0.2831995676448234,0.8791057181788519,-0.37438447442935435,-0.10115732563534091,0.12789830821683085,-0.8747653073897316,0.5055063048292471,1.003903723366333,20,rice
0.8755005402971375,-0.5406281304626357,-0.715193376700135,-2.3711665909922526,-0.8226947682274733,-0.2525562460888988,-0.6337126054425677,-0.7818210285294208,0.842801729562159,-0.7557892719102131,-0.9961114564320538,13,mothbeans
0.10770348042749311,-0.17300329343534,-0.5693890768018406,-0.7214148688411972,-0.36347876395909984,-0.5266697598549237,-0.416745639595179,-0.3605416041301499,0.39389216308609715,-1.056525227929942,-0.9961114564320538,12,mango
-0.6025087999519279,0.34167147840287404,-0.6560835253900157,-0.18009008501038234,-0.7956820620940396,-0.9835256161316319,-0.19977867374779032,-0.5681285668776167,-0.5819981988183864,0.8017536644904724,1.003903723366333,19,pomegranate
-0.2953899760040698,0.7534112958734459,0.30543672258792576,0.1807931042101613,0.663004069111382,-0.5266697598549237,-0.08143305601285103,0.23169178959056427,-0.4453735481517589,0.12846421071495986,1.003903723366333,8,jute
0.4724070838655746,-0.702383058754645,-0.9673954089566442,0.0905723069050251,-1.0117837111615093,-0.19164213191867105,-0.5548155269526082,-1.0138299868942366,0.7061770788955315,0.7389133154714249,-0.9961114564320538,14,mungbean
0.24206796590468144,-0.8788429805277473,-0.18714537166306883,0.051906250917109424,1.3923471347140928,-1.1967250157274292,0.07636110096706801,-0.08579415343497322,0.23774970518137964,0.8152194535659825,-0.9961114564320538,21,watermelon
0.33804259838838696,3.0179802919615875,0.8847132654270954,1.8047674557026059,0.4469024200439121,-0.19164213191867105,-0.08143305601285103,0.6896042074158587,0.21823189794328968,0.4651089376027161,1.003903723366333,20,rice
0.7027462018264677,-0.5112181435004517,-0.6679054956520395,-0.08986928770524615,-1.173859947962112,0.2042996101878094,-0.4561941788401588,-0.6291835559209893,0.5305168137527247,0.5099949011877503,-0.9961114564320538,14,mungbean
